airtable_id,project_code,artist,title,title_status,release,unit_price,currency,price_status,price_bucket,max_revenue,edition_size,unit_status,units_target,max_order_qty,edition_type,launch_type,business_unit,product_type,made_to_order,tl_length,project_status,product_variants,campaign_type,sales_approach,launch_date,launch_time,announce_date,private_room_date,tl_end_date,launch_date_status,quarter,preorder_window,medium,medium_status,dimensions,signed_numbered_dated,signature_type,hand_finished,framing,artist_tier,artist_genre,new_or_repeat,expected_sellthrough,target_sellthrough,artist_profit_per_unit,aa_profit_per_unit,aa_revenue_share,aa_profit_share,frame_conversion,frame_profit_per_unit,marketing_lead
1,CONRADJON-1,Conrad Jon Godly,Sol 23,,17.05CJGodlySol23,910,EUR,Confirmed,Under €1k,65520,72,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-05-17,,,,,,2017-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
2,LARAZANKO-2,Lara Zankoul,The Unseen,,25.05LZankoulUnseen,500,EUR,Confirmed,Under €1k,20000,40,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-05-25,,,,,,2017-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
3,KATRINFRI-3,Katrin Fridriks,Waving Force of Nature - Awakening,,17.06KFridriksPEs,780,EUR,Confirmed,Under €1k,60060,77,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-06-07,,,,,,2017-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
4,KATRINFRI-4,Katrin Fridriks,Waving Miracle – Magic Mind,,17.06KFridriksPEs,780,EUR,Confirmed,Under €1k,60060,77,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-06-07,,,,,,2017-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
5,JANKALÁB-5,Jan Kaláb,Sonoma,,12.07JankaSonoma,300,EUR,Confirmed,Under €1k,15000,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-07-12,,,,,,2017-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
6,JONNYNIES-6,Jonny Niesche,Cosmic Calculator,,12/07JNyniesScheinB,450,EUR,Confirmed,Under €1k,22500,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-07-12,,,,,,2017-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
7,MICHAELKA-7,Michael Kagan,Higher Places,,16.08KaganHigher,450,EUR,Confirmed,Under €1k,31500,70,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-08-16,,,,,Date confirmed (fully confirmed with artist),2017-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
8,JAKE&DIN-8,Jake & Dinos Chapman,Limited Edition Etchings,,N/A,,,Confirmed,Under €1k,0,,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2017-10-06,,,,,,2017-Q4,,,,,,,,,Tier 3,,NEW,,,,,,,,,
10,FELIPEPAN-10,Felipe Pantone,Chromadynamica Variable - Color,,17.10FPatonePEsCV,1890,EUR,Confirmed,€1k to €2.5k,18900,10,,,,PE,,Limited,,,n/a,09. Fully completed,2,,,2017-10-18,,,,,,2017-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
9,FELIPEPAN-9,Felipe Pantone,Chromadynamica Variable - Grey,,17.10FPatonePEsCV,1890,EUR,Confirmed,€1k to €2.5k,18900,10,,,,PE,,Limited,,,n/a,09. Fully completed,2,,,2017-10-18,,,,,,2017-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
11,BLONDEYMC-11,Blondey McCoy,Beautiful Chemical Imbalance,,17.11BMcCoyImbalance,945,EUR,Confirmed,Under €1k,118125,125,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-11-15,,,,,,2017-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
13,KATRINFRI-13,Katrin Fridriks,JJEAN-WDKOG-SE,,17.11KFridriksPEs,735,EUR,Confirmed,Under €1k,83055,113,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-11-15,,,,,,2017-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
12,KATRINFRI-12,Katrin Fridriks,King of Awakening & Awareness,,17.11KFridriksPEs,735,EUR,Confirmed,Under €1k,83055,113,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2017-11-15,,,,,,2017-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
14,JULESDEB-14,Jules de Balincourt,Island People,,17.02JulesDIsland,475,EUR,Confirmed,Under €1k,33250,70,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2018-02-17,,,,,,2018-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
71,DANHOLDSW-71,Dan Holdsworth,Argentiere Glacier NO .01,,18.03DHoldsworthGlacier,802,EUR,Confirmed,Under €1k,40100,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2018-03-21,,,,,,2018-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
69,KATRINFRI-69,Katrin Fridriks,Awakening Ride,,18.04KFridriksPEs,733,EUR,Confirmed,Under €1k,51310,70,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2018-04-06,,,,,,2018-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
70,KATRINFRI-70,Katrin Fridriks,Gold Edition,,18.04KFridriksPEs,733,EUR,Confirmed,Under €1k,51310,70,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2018-04-06,,,,,,2018-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
15,KATRINFRI-15,Katrin Fridriks,Personal Speed of Light,,18.04KFridriksPEs,735,EUR,Confirmed,Under €1k,56595,77,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2018-04-06,,,,,,2018-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
60,ROBERTNAV-60,Robert Nava,RN Drawings 2,,2018.05ROBERTNAVWP,,,Confirmed,Under €1k,0,1,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2018-05-01,,,,,,2018-Q2,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
16,PAULINSEC-16,Paul Insect,The Ultimate Journey - Blue,,18.05PInsectTheUltimateJourneyBlue,1890,EUR,Confirmed,€1k to €2.5k,141750,75,,,,PE,,Limited,,,n/a,09. Fully completed,Blue,,,2018-05-16,,,,,Date confirmed (fully confirmed with artist),2018-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
17,PAULINSEC-17,Paul Insect,The Ultimate Journey - Gold,,18.05PInsectTheUltimateJourneyGold,1135,EUR,Confirmed,€1k to €2.5k,85125,75,,,,PE,,Limited,,,n/a,09. Fully completed,Gold,,,2018-05-16,,,,,Date confirmed (fully confirmed with artist),2018-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
18,PAULINSEC-18,Paul Insect,The Ultimate Journey - Red,,18.05PInsectTheUltimateJourneyRed,1890,EUR,Confirmed,€1k to €2.5k,37800,20,,,,PE,,Limited,,,n/a,09. Fully completed,Red,,,2018-05-16,,,,,Date confirmed (fully confirmed with artist),2018-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
19,MARCQUINN-19,Marc Quinn,Chromosphere,,2018.09MARCQUINNPE,1930,EUR,Confirmed,€1k to €2.5k,144750,75,,,,PE,,Limited,,,n/a,09. Fully completed,,,,2018-09-12,,,,,,2018-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
65,MARCQUINN-65,Marc Quinn,Heliosphere,,2018.09MARCQUINNPE,1930,EUR,Confirmed,€1k to €2.5k,137030,71,,,,PE,,Limited,,,n/a,09. Fully completed,,,,2018-09-12,,,,,,2018-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
20,FELIPEPAN-20,Felipe Pantone,W3-Dimensional 28,,3.11FpatoneW3,,,Confirmed,Under €1k,0,20,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2018-11-03,,,,,,2018-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
21,MICHAELKA-21,Michael Kagan,We Leave As We Came,,10.12KaganWeLeave,600,EUR,Confirmed,Under €1k,60000,100,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2018-12-10,,,,,Date confirmed (fully confirmed with artist),2018-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
23,PAULINSEC-23,Paul Insect,Crystal Habits Blue,,19.01PInsectCrystalHabitsBlue,1100,EUR,Confirmed,€1k to €2.5k,110000,100,,,,PE,,Limited,,,n/a,09. Fully completed,Blue,,,2019-01-24,,,,,Date confirmed (fully confirmed with artist),2019-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
22,PAULINSEC-22,Paul Insect,Crystal Habits Gold,,19.01PInsectCrystalHabitsGold,2000,EUR,Confirmed,€1k to €2.5k,40000,20,,,,PE,,Limited,,,n/a,09. Fully completed,Gold,,,2019-01-24,,,,,Date confirmed (fully confirmed with artist),2019-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
67,CHRISSUCC-67,Chris Succo,Daytona,,19.02CSuccoPEs,1400,EUR,Confirmed,€1k to €2.5k,28000,20,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-02-06,,,,,,2019-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
68,CHRISSUCC-68,Chris Succo,Paul's Backyard,,19.02CSuccoPEs,1400,EUR,Confirmed,€1k to €2.5k,28000,20,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-02-06,,,,,,2019-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
66,CHRISSUCC-66,Chris Succo,Untitled [1185813],,19.02CSuccoPEs,1400,EUR,Confirmed,€1k to €2.5k,28000,20,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-02-06,,,,,,2019-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
24,KENNYSCHA-24,Kenny Schachter,The Larry Joke,,20.02KennySlarryJoke,50,EUR,Confirmed,Under €1k,7500,150,,,,CL,,Limited,,,n/a,09. Fully completed,0,,,2019-02-20,,,,,,2019-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
25,TOMOKAZUM-25,Tomokazu Matsuyama,Jaded Sunshine,,19.04MatsuTondos,800,EUR,Confirmed,Under €1k,60000,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-04-17,,,,,Date confirmed (fully confirmed with artist),2019-Q2,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
26,TOMOKAZUM-26,Tomokazu Matsuyama,She's So Sweet Ride,,19.04MatsuTondos,800,EUR,Confirmed,Under €1k,60000,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-04-17,,,,,Date confirmed (fully confirmed with artist),2019-Q2,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
72,PACOPOMET-72,Paco Pomet,The Last Evening,,26.04PPometLastEvening,900,EUR,Confirmed,Under €1k,112500,125,,,,PE,,Limited,,,n/a,09. Fully completed,,,,2019-04-26,,,,,,2019-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
27,CAIGUO-QI-27,Cai Guo-Qiang,Yin-Yang Peonies,,19.05CGQiangPeonies,4400,EUR,Confirmed,€2.5k to €5k,220000,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-05-01,,,,,,2019-Q2,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
28,JAMESJEAN-28,James Jean,Slingshot (Black),,21.05JJeanSlingshot,4000,EUR,Confirmed,€2.5k to €5k,100000,25,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2019-05-21,,,,,Date confirmed (fully confirmed with artist),2019-Q2,,,,17cm x 16cm,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
64,FRÉDÉRICP-64,Frédéric Platéus,Polaris,,14.6FredericPolaris,1600,EUR,Confirmed,€1k to €2.5k,80000,50,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2019-06-14,,,,,,2019-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
63,CLAIRETAB-63,Claire Tabouret,The Swimmer,,19.06CTabouretSwimmer,920,EUR,Confirmed,Under €1k,69000,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-06-26,,,,,,2019-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
29,PEJAC-29,Pejac,Yin-Yang,,02.07PejacYin-Yang,3500,EUR,Confirmed,€2.5k to €5k,35000,10,,,,PE,,Limited,,,n/a,09. Fully completed,,,,2019-07-02,,,,,,2019-Q3,,,,,,,,,Tier 1,,REPEAT,,,,,,,,,
30,MARKWHALE-30,Mark Whalen,Ok Okay,,07.08MWhalenOKOkay,300,EUR,Confirmed,Under €1k,22500,75,,,,CL,,Limited,,,n/a,09. Fully completed,0,,,2019-08-07,,,,,,2019-Q3,,,,,,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
73,MARCQUINN-73,Marc Quinn,Aragonitesphere,,2019.09MARCQUINNPE,1930,EUR,Confirmed,€1k to €2.5k,144750,75,,,,PE,,Limited,,,n/a,09. Fully completed,,,,2019-09-18,,,,,,2019-Q3,,Pigment print with matt varnish on Somerset satin 330gsm paper,,,,,,,Tier 3,,REPEAT,,,,,,,,,
74,TRUDYBENS-74,Trudy Benson,Red Sky,,03.10TrudyBredSky,500,EUR,Confirmed,Under €1k,25000,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-10-03,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
32,ZACHHARRI-32,Zach Harris,Zodiac Wave,,17.10ZHarrisZodiacWave,750,EUR,Confirmed,Under €1k,37500,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-10-17,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
77,KATRINFRI-77,Katrin Fridriks,Noble & Awakening,,19.10KFridriksAwakening,1350,EUR,Confirmed,€1k to €2.5k,39150,29,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-10-20,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
76,KATRINFRI-76,Katrin Fridriks,Spiritual Awakening,,19.10KFridriksAwakening,980,EUR,Confirmed,Under €1k,38220,39,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-10-20,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
75,KATRINFRI-75,Katrin Fridriks,Stargate Messenger,,19.10KFridriksAwakening,500,EUR,Confirmed,Under €1k,20000,40,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-10-20,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
34,JAMESJEAN-34,James Jean,Passage,,02.11JJeanPassage,2700,EUR,Confirmed,€2.5k to €5k,135000,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-11-02,,,,,Date confirmed (fully confirmed with artist),2019-Q4,,,,,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
33,JOAKIMOJA-33,Joakim Ojanen,Pink Dots All Over Me,,02.11JoakimaOverme,1350,EUR,Confirmed,€1k to €2.5k,67500,50,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2019-11-02,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
83,JOSHUAVID-83,Joshua Vides,HF skateboards,,19.11JVidesSkateboards,560,EUR,Confirmed,Under €1k,56000,100,,,,CL,,Limited,,,n/a,09. Fully completed,0,,,2019-11-02,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
82,JOSHUAVID-82,Joshua Vides,Skateboards,,19.11JVidesSkateboards,180,EUR,Confirmed,Under €1k,54000,300,,,,CL,,Limited,,,n/a,09. Fully completed,0,,,2019-11-02,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
35,MICHAELKA-35,Michael Kagan,V as in Victor,,02.11KaganVVictor,850,EUR,Confirmed,Under €1k,102000,120,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-11-02,,,,,Date confirmed (fully confirmed with artist),2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
78,STICKYMONG-78,Stickymonger,Plates,,13.11StickyMPlates,280,EUR,Confirmed,Under €1k,28000,100,,,,CL,,Limited,,,n/a,09. Fully completed,0,,,2019-11-13,,,,,,2019-Q4,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
79,VHILS-79,Vhils,Vista Series,,13.11VHILSVistaSeries,5000,EUR,Confirmed,€2.5k to €5k,50000,10,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2019-11-13,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
36,JOSÉPARLÁ-36,José Parlá,Exile and the Kingdom,,27.11JParlaExile,4545,EUR,Confirmed,€2.5k to €5k,227250,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2019-11-27,,,,,Date confirmed (fully confirmed with artist),2019-Q4,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
37,MARCQUINN-37,Marc Quinn,Zombie Boy,,2019.12MARCQUINNSE,5500,EUR,Confirmed,Over €5k,137500,25,,,,SE,,Limited,,,n/a,09. Fully completed,,,,2019-12-06,,,,,,2019-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
84,ELLIOTDOD-84,Elliot Dodd,Major Terpene,,15.01ElliotTerpene,750,EUR,Confirmed,Under €1k,20250,27,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-01-15,,,,,,2020-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
38,PAULINSEC-38,Paul Insect,Together Alone - Gold,,20.01PInsectTogetherAlone,5000,EUR,Confirmed,€2.5k to €5k,100000,20,,,,PE,,Limited,,,n/a,09. Fully completed,Gold,,,2020-01-31,,,,,Date confirmed (fully confirmed with artist),2020-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
39,PAULINSEC-39,Paul Insect,Together Alone - Silver,,20.01PInsectTogetherAlone,2000,EUR,Confirmed,€1k to €2.5k,150000,75,,,,PE,,Limited,,,n/a,09. Fully completed,Silver,,,2020-01-31,,,,,Date confirmed (fully confirmed with artist),2020-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
80,KOURPOUR-80,Kour Pour,Sacred Flames (Yoshitoshi),,12.02KPourSacredFlames,910,EUR,Confirmed,Under €1k,20020,22,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-02-12,,,,,,2020-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
40,ROBERTNAV-40,Robert Nava,RN Drawings,,2020.02ROBERTNAVWP,,,Confirmed,Under €1k,0,,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2020-02-19,,,,,,2020-Q1,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
81,MARGOWOLO-81,Margo Wolowiec,-57°,,26.02MargoW-57,1750,EUR,Confirmed,€1k to €2.5k,43750,25,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-02-26,,,,,,2020-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
42,JAVIERCAL-42,Javier Calleja,Up to You,,20.03JCallejaUptoYou,3500,EUR,Confirmed,€2.5k to €5k,262500,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-03-11,,,,,Date confirmed (fully confirmed with artist),2020-Q1,,,,,,,,,Tier 1,,REPEAT,,,,,,,,,
41,JAVIERCAL-41,Javier Calleja,Up to You - Handfinished,,20.03JCallejaUptoYou,8500,EUR,Confirmed,Over €5k,212500,25,,,,HFPE,,Limited,,,n/a,09. Fully completed,0,,,2020-03-11,,,,,Date confirmed (fully confirmed with artist),2020-Q1,,,,,,,true,,Tier 1,,REPEAT,,,,,,,,,
43,DUSTINYEL-43,Dustin Yellin,Tsiolkovsky's Equation,,20.03DYellinEquation,9150,EUR,Confirmed,Over €5k,183000,20,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2020-03-25,,,,,,2020-Q1,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
44,SIMPHIWEN-44,Simphiwe Ndzube,In the Silence of the Drum,,20.05SNdzubeSilenceOfTheDrum,900,EUR,Confirmed,Under €1k,49500,55,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-05-20,,,,,,2020-Q2,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
85,CLAUDIACO-85,Claudia Comte,Morphing Waves and Fire Corals,,20.05CComteWavesCorals,1350,EUR,Confirmed,€1k to €2.5k,18900,14,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-05-26,,,,,,2020-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
45,JANKALÁB-45,Jan Kaláb,JK Original,,11.06JankaJKOG,,,Confirmed,Under €1k,0,2,,,,OG,,Limited,,,n/a,09. Fully completed,0,,,2020-06-11,,,,,,2020-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
46,FRIEDRICH-46,Friedrich Kunath,The Last Perfect Day,,17.7FriedrichPerfectDay,1835,EUR,Confirmed,€1k to €2.5k,110100,60,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-07-01,,,,,,2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
47,JAMESJEAN-47,James Jean,Maze,,10.07JJeanMaze,7500,EUR,Confirmed,Over €5k,187500,25,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2020-07-10,,,,,Date confirmed (fully confirmed with artist),2020-Q3,,The figure is made from patinated bronze and the stick and maze from gold plated stainless steel.,,30cm x 16.5cm,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
48,JENNYHOLZ-48,Jenny Holzer,URGE AND URGE AND URGE,,29.07JennyHUrge,4400,EUR,Confirmed,€2.5k to €5k,110000,25,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2020-07-29,,,,,,2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
50,AMANILEWI-50,Amani Lewis,Giovanni in the Meadows,,20.08ALewisMeadows,700,EUR,Confirmed,Under €1k,24500,35,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-08-05,,,,,,2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
49,JOHNSONTS-49,Johnson Tsang,Lucid Dream II - Who’s There?,,05.08JTangLucidDreamII,500,EUR,Confirmed,Under €1k,50000,100,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2020-08-05,,,,,Date confirmed (fully confirmed with artist),2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
52,PAULINSEC-52,Paul Insect,PI Original,,2020.08PAULINSECOG,35000,EUR,Confirmed,Over €5k,35000,1,,,,OG,,Limited,,,n/a,09. Fully completed,,,,2020-08-12,,,,,Date confirmed (fully confirmed with artist),2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
51,TOMÁSSÁNC-51,Tomás Sánchez,Meditador en la Orilla,,12.08TsanchezMeditador,1500,EUR,Confirmed,€1k to €2.5k,112500,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-08-12,,,,,,2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
86,CALITHORN-86,Cali Thornhill Dewitt,Haunted,,20.08CTDewittHaunted,400,EUR,Confirmed,Under €1k,22000,55,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-08-25,,,,,,2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
53,THENJIWEN-53,Thenjiwe Niki Nkosi,Salute,,28.08ThenjiweSalute,700,EUR,Confirmed,Under €1k,42000,60,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-08-28,,,,,,2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
54,DRIFT-54,DRIFT,Another Future,,20.09DRIFTAnotherFuture,4600,EUR,Confirmed,€2.5k to €5k,230000,50,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2020-09-02,,,,,,2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
87,JENNYBROS-87,Jenny Brosinski,Drawings,,20.09JBrosinskiWOPs,1550,EUR,Confirmed,€1k to €2.5k,15500,10,,,,WP,,Limited,,,n/a,09. Fully completed,11,,,2020-09-09,,,,,,2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
61,MARCUSBRU-61,Marcus Brutus,MB Drawings,,2021.06MARCUSBRUWP,,,Confirmed,Under €1k,0,7,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2020-09-09,,,,,,2020-Q3,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
62,MEHDIGHAD-62,Mehdi Ghadyanloo,MG Drawings,,XXXX.XXMEHDIGHADPE,,,Confirmed,Under €1k,0,6,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2020-09-09,,,,,,2020-Q3,,,,,,,,,Tier 2,,NEW,,,,,,,,,
56,TOMOKAZUM-56,Tomokazu Matsuyama,Honestly Gone Going,,20.09MatsuRectangle,1350,EUR,Confirmed,€1k to €2.5k,101250,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-09-16,,,,,Date confirmed (fully confirmed with artist),2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
55,TOMOKAZUM-55,Tomokazu Matsuyama,The Farm Crash,,20.09MatsuRectangle,1350,EUR,Confirmed,€1k to €2.5k,101250,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-09-16,,,,,Date confirmed (fully confirmed with artist),2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
57,JOSÉPARLÁ-57,José Parlá,WRITERS' BENCH 149th STREET AND GRAND CONCOURSE,,24.09JParlaWritersBench,6000,EUR,Confirmed,Over €5k,300000,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-09-24,,,,,Date confirmed (fully confirmed with artist),2020-Q3,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
89,LUYANG-89,Lu Yang,Lu Yang Gong Tau Alien,,07.10LuYangGongTau,2000,EUR,Confirmed,€1k to €2.5k,40000,20,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2020-10-07,,,,,,2020-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
90,WANGYANC-90,Wang Yan Cheng,Between Two Poles,,21.10WangYanBetweenTwoPoles,5000,EUR,Confirmed,€2.5k to €5k,250000,50,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-10-21,,,,,,2020-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
91,PATRICKMA-91,Patrick Martinez,Emergency,,28.10PMartinezEmergency,4000,EUR,Confirmed,€2.5k to €5k,80000,20,,,,SE,,Limited,,,n/a,09. Fully completed,,,,2020-10-28,,,,,,2020-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
92,TOMÁSSÁNC-92,Tomás Sánchez,Meditador en la orilla - Handfinished,,04.11TSanchezMeditadorH,5000,EUR,Confirmed,€2.5k to €5k,125000,25,,,,HFPE,,Limited,,,n/a,09. Fully completed,0,,,2020-11-04,,,,,,2020-Q4,,,,,,,true,,Tier 2,,REPEAT,,,,,,,,,
93,ELMGREEN&-93,Elmgreen & Dragset,The Future,,11.11ElmgreenFuture,7500,EUR,Confirmed,Over €5k,225000,30,,,,SE,,Limited,,,n/a,09. Fully completed,0,,,2020-11-11,,,,,,2020-Q4,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
